variable,description,decade,pos_label,neg_label,pos_pct,n_valid,year_min,year_max,n_years,trend,was_flipped,question,stat_label,category,confidence,review_note,audit_action,audit_problem,audit_problem_detail,audit_reframe,audit_flip_error,audit_flip_note,review_status
memhobby,membership in hobby club,1990s,yes,no,0.1099,3460,1974,2004,16,,True,What % of Americans surveyed belong to a hobby club or hobby organization?,Belong to a hobby club,Social Trust,1,,keep_as_is,,,,False,,pending
memhobby,membership in hobby club,2000s,yes,no,0.1035,1467,1974,2004,16,,True,What % of Americans surveyed belong to a hobby club or hobby organization?,Belong to a hobby club,Social Trust,1,,keep_as_is,,,,False,,pending
memlit,membership in literary or art group,1970s,yes,no,0.0887,5949,1974,2004,16,,True,What % of Americans surveyed are members of a literary or art group?,Member of literary or art group,Social Trust,1,,keep_as_is,,,,False,,pending
memlit,membership in literary or art group,1980s,yes,no,0.0828,9728,1974,2004,16,,True,What % of Americans surveyed are members of a literary or art group?,Member of literary or art group,Social Trust,1,,keep_as_is,,,,False,,pending
memlit,membership in literary or art group,1990s,yes,no,0.0972,3458,1974,2004,16,,True,What % of Americans surveyed are members of a literary or art group?,Member of literary or art group,Social Trust,1,,keep_as_is,,,,False,,pending
memlit,membership in literary or art group,2000s,yes,no,0.11,1466,1974,2004,16,,True,What % of Americans surveyed are members of a literary or art group?,Member of literary or art group,Social Trust,1,,keep_as_is,,,,False,,pending
memprof,membership in professional society,1970s,yes,no,0.126,5955,1974,2004,16,,True,What % of Americans surveyed held membership in a professional society?,Member of professional society,Work,1,,keep_as_is,,,,False,,pending
memprof,membership in professional society,1980s,yes,no,0.1471,9730,1974,2004,16,,True,What % of Americans surveyed held membership in a professional society?,Member of professional society,Work,1,,keep_as_is,,,,False,,pending
memprof,membership in professional society,1990s,yes,no,0.1681,3455,1974,2004,16,,True,What % of Americans surveyed held membership in a professional society?,Member of professional society,Work,1,,keep_as_is,,,,False,,pending
memprof,membership in professional society,2000s,yes,no,0.1547,1467,1974,2004,16,,True,What % of Americans surveyed held membership in a professional society?,Member of professional society,Work,1,,keep_as_is,,,,False,,pending
memchurh,membership in church group,1970s,yes,no,0.3973,5982,1974,2004,16,,True,What % of Americans surveyed report membership in a church group?,Member of church group,Religion,1,,keep_as_is,,,,False,,pending
memchurh,membership in church group,1980s,yes,no,0.3439,9741,1974,2004,16,,True,What % of Americans surveyed report membership in a church group?,Member of church group,Religion,1,,keep_as_is,,,,False,,pending
memchurh,membership in church group,1990s,yes,no,0.3423,3465,1974,2004,16,,True,What % of Americans surveyed report membership in a church group?,Member of church group,Religion,1,,keep_as_is,,,,False,,pending
memchurh,membership in church group,2000s,yes,no,0.3197,1467,1974,2004,16,,True,What % of Americans surveyed report membership in a church group?,Member of church group,Religion,1,,keep_as_is,,,,False,,pending
servegrp,has r served on group committees,1980s,yes,no,0.6128,1174,1987,1987,1,,False,What % of Americans surveyed have ever served on a group committee?,Have served on group committees,Social Trust,1,,keep_as_is,,,,False,,pending
leadgrp,has r served as officer in group,1980s,yes,no,0.4582,1175,1987,1987,1,,True,What % of Americans surveyed have ever served as an officer in a group or organization?,Ever served as officer in group,Social Trust,1,,keep_as_is,,,,False,,pending
writegrp,has r written to newspaper's for group,1980s,yes,no,0.1599,1171,1987,1987,1,,True,What % of Americans surveyed have ever written to a newspaper on behalf of a group?,Ever written to newspaper for group,Civil Liberties,1,,keep_as_is,,,,False,,pending
lobbygrp,has r contacted government for group,1980s,yes,no,0.1883,1173,1987,1987,1,,True,What % of Americans surveyed have ever contacted a government official on behalf of a group?,Ever contacted government for group,Politics,1,,keep_as_is,,,,False,,pending
locprob,has r helped to solve local problems,1980s,yes,no,0.3367,1810,1987,1987,1,,True,What % of Americans surveyed said they have worked with other members of the community to solve community problems?,Helped solve local problems,Politics,2,Unclear if 'helped' means actively/recently or ever in lifetime. Check GSS wording.,reframe,underspecified,Unclear if 'helped solve' means actively/recently or ever in lifetime.,What % of Americans surveyed said they have actively helped solve local problems?,False,,edited
locgrp,has r helped to start new local group,1980s,yes,no,0.1745,1807,1987,1987,1,,True,What % of Americans surveyed have ever helped start a new local group?,Ever helped start a local group,Social Trust,1,,keep_as_is,,,,False,,pending
polrally,has r attended political rallies,1980s,yes,no,0.1942,1807,1987,1987,1,,True,What % of Americans surveyed have ever attended a political rally?,Have attended a political rally,Politics,1,,keep_as_is,,,,False,,pending
loclobby,has r lobbied local officials,1980s,yes,no,0.3267,1810,1987,1987,1,,True,What % of Americans surveyed have ever lobbied local officials?,Have lobbied local officials,Politics,1,,keep_as_is,,,,False,,pending
othlobby,has r lobbied higher level officials,1980s,yes,no,0.269,1808,1987,1987,1,,True,What % of Americans surveyed have ever lobbied higher level officials?,Have lobbied higher level officials,Politics,1,,keep_as_is,,,,False,,pending
governor,did r correctly name governor,1980s,correct,incorrect,0.9411,1454,1987,1987,1,,False,What % of Americans surveyed could correctly name their state's governor?,Could correctly name state governor,Politics,1,,keep_as_is,,,,False,,pending
gavepol,has r given money to candidate or cause,1980s,yes,no,0.211,1807,1987,1987,1,,True,What % of Americans surveyed have ever given money to a political candidate or cause?,Ever gave money to candidate or cause,Politics,1,,keep_as_is,,,,False,,pending
scisolve,science will solve social problems,1980s,agree,disagree,0.231,1445,1988,1988,1,,True,What % of Americans surveyed agree that science will solve social problems?,Believe science will solve social problems,Education,1,,keep_as_is,,,,False,,pending
scichng,science changes way of life too fast,1980s,agree,disagree,0.399,1449,1988,1988,1,,True,What % of Americans surveyed agree that science changes way of life too fast?,Agree science changes life too fast,Education,1,,keep_as_is,,,,False,,pending
scipry,scientists pry into things they oughtn't,1980s,agree,disagree,0.3305,1446,1988,1988,1,,True,What % of Americans surveyed agree that scientists pry into things they shouldn't?,Agree scientists pry into things they shouldn't,Social Trust,1,,keep_as_is,,,,False,,pending
scimoral,science breaks down ideas of right & wrong,1980s,agree,disagree,0.3264,1435,1988,1988,1,,True,What % of Americans surveyed agree that science breaks down ideas of right and wrong?,Agree science breaks down moral ideas,Religion,1,,keep_as_is,,,,False,,pending
switched,has r ever had a different religion,1980s,yes,no,0.3474,1470,1988,1988,1,,True,What % of Americans surveyed have ever switched to a different religion?,Ever switched to a different religion,Religion,1,,keep_as_is,,,,False,,pending
grace16,did r's family say grace at meals,1980s,yes,no,0.6774,1471,1988,1988,1,,False,What % of Americans surveyed said their family said grace at meals?,Family said grace at meals,Religion,1,,keep_as_is,,,,False,,pending
join16,was r ever confirmed as member of church,1980s,yes,no,0.6811,1471,1988,1988,1,,False,What % of Americans surveyed were ever formally confirmed as a church member?,Ever confirmed as church member,Religion,1,,keep_as_is,,,,False,,pending
lapsed,did r ever lapse in church attendance,1980s,yes,no,0.5293,1480,1988,1988,1,,False,What % of Americans surveyed ever lapsed in their church attendance (did not attend church for 2 or more years)?,Ever lapsed in church attendance,Religion,1,,reframe,conditional,Only asked to people who attend or have attended church.,What % of Americans surveyed who attend church ever lapsed in attendance?,False,,edited
churhmem,is r a member of church or synagogue,1980s,yes,no,0.6164,1481,1988,1988,1,,False,What % of Americans surveyed are members of a church or synagogue?,Member of church or synagogue,Religion,1,,keep_as_is,,,,False,,pending
