"variable","decade","years_asked"
"depress","2010s","2014, 2018"
"depress","2020s","2022"
"cesd1","2010s","2016"
"cesd2","2010s","2016"
"cesd3","2010s","2016"
"cesd4","2010s","2016"
"cesd5","2010s","2016"
"disrspct","2010s","2018"
"disrspct","2020s","2021, 2022, 2024"
"poorserv","2010s","2018"
"poorserv","2020s","2021, 2022, 2024"
"notsmart","2010s","2018"
"notsmart","2020s","2021, 2022, 2024"
"afraidof","2010s","2018"
"afraidof","2020s","2021, 2022, 2024"
"threaten","2010s","2018"
"threaten","2020s","2021, 2022, 2024"
"quallife","2010s","2018"
"quallife","2020s","2021"
"hlthphys","2010s","2018"
"hlthphys","2020s","2021"
"hlthmntl","2010s","2018"
"hlthmntl","2020s","2021"
"satsoc","2010s","2018"
"satsoc","2020s","2021"
"actssoc","2010s","2018"
"actssoc","2020s","2021"
"physacts","2010s","2018"
"physacts","2020s","2021"
"emoprobs","2010s","2018"
"emoprobs","2020s","2021"
"fatigue","2010s","2018"
"fatigue","2020s","2021"
"abfelegl","2010s","2018"
"abmelegl","2010s","2018"
"abmoral","2010s","2018"
"abmoral","2020s","2022, 2024"
"abstate1","2010s","2018"
"abstate2","2010s","2018"
"abhelp1","2010s","2018"
"abhelp1","2020s","2022, 2024"
"abhelp2","2010s","2018"
"abhelp2","2020s","2022, 2024"
"abhelp3","2010s","2018"
"abhelp3","2020s","2022, 2024"
"abhelp4","2010s","2018"
"abhelp4","2020s","2022, 2024"
"abmedgov1","2010s","2018"
"abmedgov2","2010s","2018"
"abinspay","2010s","2018"
"natnotice","2010s","2018"
"natviews","2010s","2018"
"nataccess","2010s","2018"
"nattime","2010s","2018"
"natsat","2010s","2018"
"natrelax","2010s","2018"
"natactive","2010s","2018"
"natmeet","2010s","2018"
"nattimeok","2010s","2018"
"natlack","2010s","2018"
"petb4","2010s","2018"
"dog","2010s","2018"
"dog","2020s","2024"
"cat","2010s","2018"
"cat","2020s","2024"
"smammal","2010s","2018"
"smammal","2020s","2024"
"bird","2010s","2018"
"bird","2020s","2024"
"fish","2010s","2018"
"fish","2020s","2024"
"reptile","2010s","2018"
"reptile","2020s","2024"
"horse","2010s","2018"
"pig","2010s","2018"
"goat","2010s","2018"
"othpet","2010s","2018"
"othpet","2020s","2024"
"petplay","2010s","2018"
"petcmfrt","2010s","2018"
"petfam","2010s","2018"
"petfam","2020s","2024"
"workfor","2000s","2002, 2006"
"workfor","2010s","2010"
"workfor1","2010s","2014, 2018"
"workfor1","2020s","2022"
"ownstock","2000s","2002, 2006"
"ownstock","2010s","2010, 2014, 2018"
"ownstock","2020s","2022"
"stockops","2000s","2002, 2006"
"stockops","2010s","2010, 2014, 2018"
"stockops","2020s","2022"
"extrapay","2000s","2002, 2006"
"extrapay","2010s","2014, 2018"
"extrapay","2020s","2022"
"compperf","2000s","2002, 2006"
"compperf","2010s","2014, 2018"
"compperf","2020s","2022"
"deptperf","2000s","2002, 2006"
"deptperf","2010s","2014, 2018"
"deptperf","2020s","2022"
"indperf","2000s","2002, 2006"
"indperf","2010s","2014, 2018"
"indperf","2020s","2022"
"extr2001","2000s","2002"
"extr2017","2010s","2018"
"talkemp","2000s","2002, 2006"
"talksup","2000s","2002, 2006"
"donothng","2000s","2002, 2006"
"empathy1","2000s","2002, 2004"
"empathy2","2000s","2002, 2004"
"empathy3","2000s","2002, 2004"
"empathy4","2000s","2002, 2004"
"empathy5","2000s","2002, 2004"
"empathy6","2000s","2002, 2004"
"empathy7","2000s","2002, 2004"
"givblood","2000s","2002, 2004"
"givblood","2010s","2012, 2014"
"givhmlss","2000s","2002, 2004"
"givhmlss","2010s","2012, 2014"
"retchnge","2000s","2002, 2004"
"retchnge","2010s","2012, 2014"
"cutahead","2000s","2002, 2004"
"cutahead","2010s","2012, 2014"
"volchrty","2000s","2002, 2004"
"volchrty","2010s","2012, 2014"
"givchrty","2000s","2002, 2004"
"givchrty","2010s","2012, 2014"
"givseat","2000s","2002, 2004"
"givseat","2010s","2012, 2014"
"helpaway","2000s","2002, 2004"
"helpaway","2010s","2012, 2014"
"carried","2000s","2002, 2004"
"carried","2010s","2012, 2014"
"directns","2000s","2002, 2004"
"directns","2010s","2012, 2014"
"loanitem","2000s","2002, 2004"
"loanitem","2010s","2012, 2014"
"selfless","2000s","2002, 2004"
"selfless","2010s","2012, 2014"
"accptoth","2000s","2002, 2004"
"accptoth","2010s","2012, 2014"
"othshelp","2000s","2002, 2004"
"othshelp","2010s","2012, 2014"
"careself","2000s","2002, 2004"
"careself","2010s","2012, 2014"
"peoptrbl","2000s","2002, 2004"
"peoptrbl","2010s","2012, 2014"
"selffrst","2000s","2002, 2004"
"selffrst","2010s","2012, 2014"
"volmonth","2010s","2012, 2014"
"finind","2000s","2002"
"ownhh","2000s","2002"
"eddone","2000s","2002"
"ftwork","2000s","2002"
"supfam","2000s","2002"
"havchld","2000s","2002"
"getmar","2000s","2002"
"boycott","2000s","2002"
"signpet","2000s","2002"
"protest","2000s","2002"
"conoffcl","2000s","2002"
"givchng","2000s","2002"
"hlpneedy","2000s","2002"
"partthon","2000s","2002"
"chldprob","2000s","2002"
"chldprob","2020s","2024"
"badchar","2000s","2002"
"badchar","2020s","2024"
"chembal","2000s","2002"
"chembal","2020s","2024"
"stressfl","2000s","2002"
"stressfl","2020s","2024"
"geneprob","2000s","2002"
"geneprob","2020s","2024"
"raised","2000s","2002"
"raised","2020s","2024"
"violtv","2000s","2002"
"violtv","2020s","2024"
"discipln","2000s","2002"
"discipln","2020s","2024"
"allergic","2000s","2002"
"allergic","2020s","2024"
"bettrown","2000s","2002"
"imprvdis","2000s","2002"
"imprvdis","2020s","2024"
"imprveat","2000s","2002"
"imprveat","2020s","2024"
"imprvmed","2000s","2002"
"imprvmed","2020s","2024"
"nextdoor","2000s","2002"
"nextdoor","2020s","2024"
"spendeve","2000s","2002"
"spendeve","2020s","2024"
"chldfrnd","2000s","2002"
"chldfrnd","2020s","2024"
"chldsch","2000s","2002"
"chldsch","2020s","2024"
"adfam","2000s","2002"
"adfam","2020s","2024"
"adfammed","2000s","2002"
"adtch","2000s","2002"
"adtch","2020s","2024"
"adtchmed","2000s","2002"
"addoc","2000s","2002"
"addoc","2020s","2024"
"addocmed","2000s","2002"
"adcou","2000s","2002"
"adcoumed","2000s","2002"
"adcoumed","2020s","2024"
"adpsy","2000s","2002"
"adpsy","2020s","2024"
"adpsymed","2000s","2002"
"adhos","2000s","2002"
"forcedoc","2000s","2002"
"forcemed","2000s","2002"
"forcehos","2000s","2002"
"grwingup","2000s","2002"
"grwingup","2020s","2024"
"mntlill","2000s","2002"
"mntlill","2020s","2024"
"illphys","2000s","2002"
"violpeop","2000s","2002"
"violpeop","2020s","2024"
"violself","2000s","2002"
"violself","2020s","2024"
"outsider","2000s","2002"
"sufadult","2000s","2002"
"comknows","2000s","2002"
"failure","2000s","2002"
"ovrmedkd","2000s","2002"
"medkdneg","2000s","2002"
"putsoff","2000s","2002"
"trbllaw","2000s","2002"
"medsavtx","2000s","2002"
"zombies","2000s","2002"
"pryntfam","2000s","2002"
"adhdknow","2000s","2002"
"adhdreal","2000s","2002"
"adhdcon","2000s","2002"
"adhdmed","2000s","2002"
"mntlrel","2000s","2002"
"medsymps","2000s","2002"
"medaddct","2000s","2002"
"medweak","2000s","2002"
"medunacc","2000s","2002"
"solveown","2000s","2002"
"doc15a","2000s","2002"
"doc16a","2000s","2002"
"doc18a","2000s","2002"
"doc19a","2000s","2002"
"doc20a","2000s","2002"
"caninf1","2000s","2000"
"caninf2","2000s","2000"
"caninf3","2000s","2000"
"caninf4","2000s","2000"
"caninf5","2000s","2000"
"caninf6","2000s","2000"
"caninf7","2000s","2000"
"caninf8","2000s","2000"
"caninf9","2000s","2000"
"caninf10","2000s","2000"
"caninf11","2000s","2000"
"caninf12","2000s","2000"
"caninf13","2000s","2000"
"difstand","2000s","2004"
"difstand","2010s","2012"
"rptprobs","2000s","2004"
"othcredt","2000s","2004"
"othcredt","2010s","2012"
"putdown","2000s","2004"
"putdown","2010s","2012"
"lackinfo","2000s","2004"
"lackinfo","2010s","2012"
"perspace","2000s","2004"
"physharm","2000s","2004"
"actupset","2000s","2004"
"actupset","2010s","2012"
"shout","2000s","2004"
"shout","2010s","2012"
"hotargus","2000s","2004"
"reliedon","2000s","2004"
"gdjobsec","2000s","2004"
"treatres","2000s","2004"
"treatres","2010s","2012"
"lookaway","2000s","2004"
"lookaway","2010s","2012"
"skipwork","2000s","2004"
"numemps","2000s","2004, 2006, 2008"
"numemps","2010s","2010, 2012, 2014, 2016, 2018"
"numemps","2020s","2021, 2022, 2024"
"wrkslffam","2010s","2018"
"wrkslffam","2020s","2021, 2022, 2024"
"ignorwk","2010s","2012"
"rumorwk","2010s","2012"
"jokeswk","2010s","2012"
"eharaswk","2010s","2012"
"rudewk","2010s","2012"
"liedcwkr","2010s","2012"
"denyrais","2010s","2012"
"wkbhvrs","2010s","2012"
"wkrspns","2010s","2012"
"satself","2000s","2004"
"afailure","2000s","2004"
"slfrspct","2000s","2004"
"ofworth","2000s","2004"
"nogood","2000s","2004"
"optimist","2000s","2004"
"pessimst","2000s","2004"
"notcount","2000s","2004"
"moregood","2000s","2004"
"owndoing","2000s","2004"
"geneexps","2000s","2004"
"depndabl","2000s","2004"
"sadblue","2000s","2004"
"athletic","2000s","2004"
"kindpers","2000s","2004"
"selfish","2000s","2004"
"intrwght","2000s","2004"
"agape1","2000s","2004"
"agape2","2000s","2004"
"agape3","2000s","2004"
"agape4","2000s","2004"
"hgunlaw","2000s","2004"
"hguncrim","2000s","2004"
"crimup","2000s","2004"
"numrelex","2000s","2004"
"chngrel","2000s","2004"
"entity","2000s","2004"
"expchng3","2000s","2004"
"relalt1","2000s","2004"
"relalt2","2000s","2004"
"relalt3","2000s","2004"
"relalt4","2000s","2004"
"relalt5","2000s","2004"
"relalt6","2000s","2004"
"alloflfe","2000s","2004"
"joylifts","2000s","2004"
"relsprt1","2000s","2004"
"relsprt2","2000s","2004"
"godhelp","2000s","2004"
"godguide","2000s","2004"
"godlvdir","2000s","2004"
"godlvoth","2000s","2004"
"blessngs","2000s","2004"
"closrgod","2000s","2004"
"godclose","2000s","2004"
"idols","2000s","2004"
"rosaries","2000s","2004"
"notthink","2000s","2004"
"evdrink","2000s","2004"
"infrmgrp","2000s","2004"
"relneg","2000s","2006, 2008"
"relneg","2010s","2010"
"newsfrom","2000s","2006, 2008"
"newsfrom","2010s","2010, 2012, 2014, 2016, 2018"
"nextgen","2000s","2006, 2008"
"nextgen","2010s","2010, 2012, 2014, 2016, 2018"
"nextgen","2020s","2021, 2022"
"toofast","2000s","2006, 2008"
"toofast","2010s","2010, 2012, 2014, 2016, 2018"
"toofast","2020s","2021, 2022"
"bettrlfe","2010s","2014"
"advfront","2000s","2006, 2008"
"advfront","2010s","2010, 2012, 2014, 2016, 2018"
"advfront","2020s","2021, 2022"
"scispec","2000s","2006"
"leadsci","2000s","2006"
"whichsci","2000s","2006"
"astrolgy","2000s","2006, 2008"
"astrolgy","2010s","2010, 2012, 2014, 2016, 2018"
"astrosci","2000s","2006, 2008"
"astrosci","2010s","2010, 2012, 2014, 2016, 2018"
"scibnfts","2000s","2006, 2008"
"scibnfts","2010s","2010, 2012, 2014, 2016, 2018"
"balpos","2000s","2006, 2008"
"balpos","2010s","2010, 2012, 2014, 2016, 2018"
"balpos","2020s","2021"
"balneg","2000s","2006, 2008"
"balneg","2010s","2010, 2012, 2014, 2016, 2018"
"balneg","2020s","2021"
"scistudy","2000s","2006, 2008"
"scistudy","2010s","2010, 2012, 2014, 2016, 2018"
"scitext","2000s","2006, 2008"
"scitext","2010s","2010, 2012, 2014, 2016, 2018"
"expdesgn","2000s","2006, 2008"
"expdesgn","2010s","2010, 2012, 2014, 2016, 2018"
"exptext","2000s","2006, 2008"
"exptext","2010s","2010, 2012, 2014, 2016, 2018"
"odds1","2000s","2006, 2008"
"odds1","2010s","2010, 2012, 2014, 2016, 2018"
"odds2","2000s","2006, 2008"
"odds2","2010s","2010, 2012, 2014, 2016, 2018"
"hotcore","2000s","2006, 2008"
"hotcore","2010s","2010, 2012, 2014, 2016, 2018"
"radioact","2000s","2006, 2008"
"radioact","2010s","2010, 2012, 2014, 2016, 2018"
"boyorgrl","2000s","2006, 2008"
"boyorgrl","2010s","2010, 2012, 2014, 2016, 2018"
"lasers","2000s","2006, 2008"
"lasers","2010s","2010, 2012, 2014, 2016, 2018"
"electron","2000s","2006, 2008"
"electron","2010s","2010, 2012, 2014, 2016, 2018"
"viruses","2000s","2006, 2008"
"viruses","2010s","2010, 2012, 2014, 2016, 2018"
"viruses","2020s","2021"
"bigbang","2000s","2006, 2008"
"bigbang","2010s","2010, 2012, 2014, 2016, 2018"
"bigbang1","2010s","2012, 2016, 2018"
"bigbang2","2010s","2016, 2018"
"condrift","2000s","2006, 2008"
"condrift","2010s","2010, 2012, 2014, 2016, 2018"
"evolved","2000s","2006, 2008"
"evolved","2010s","2010, 2012, 2014, 2016, 2018"
"evolved2","2010s","2016, 2018"
"earthsun","2000s","2006, 2008"
"earthsun","2010s","2010, 2012, 2014, 2016, 2018"
"solarrev","2000s","2006, 2008"
"solarrev","2010s","2010, 2012, 2014, 2016, 2018"
"tomatoes","2010s","2010"
"intrhome","2000s","2006, 2008"
"intrhome","2010s","2010, 2012, 2014"
"coldeg1","2000s","2006, 2008"
"coldeg1","2010s","2010, 2012, 2014, 2016, 2018"
"colsci","2000s","2006, 2008"
"colsci","2010s","2010, 2012, 2014, 2016, 2018"
"hsbio","2000s","2006, 2008"
"hsbio","2010s","2010, 2012, 2014, 2016, 2018"
"hschem","2000s","2006, 2008"
"hschem","2010s","2010, 2012, 2014, 2016, 2018"
"hsphys","2000s","2006, 2008"
"hsphys","2010s","2010, 2012, 2014, 2016, 2018"
"gwsci","2000s","2006"
"gwsci","2010s","2010"
"gwpol","2000s","2006"
"gwpol","2010s","2010"
"gwbiz","2000s","2006"
"gwbiz","2010s","2010"
"sciagrgw","2000s","2006"
"sciagrgw","2010s","2010"
"sciinfgw","2000s","2006"
"sciinfgw","2010s","2010"
"polinfgw","2000s","2006"
"polinfgw","2010s","2010"
"bizinfgw","2000s","2006"
"bizinfgw","2010s","2010"
"scibstgw","2000s","2006"
"scibstgw","2010s","2010"
"polbstgw","2000s","2006"
"polbstgw","2010s","2010"
"bizbstgw","2000s","2006"
"bizbstgw","2010s","2010"
"gasregs","2000s","2006"
"scmed","2000s","2006"
"scmed","2010s","2010"
"screlig","2000s","2006"
"screlig","2010s","2010"
"scpol","2000s","2006"
"scpol","2010s","2010"
"medagrsc","2000s","2006"
"medagrsc","2010s","2010"
"medinfsc","2000s","2006"
"medinfsc","2010s","2010"
"relinfsc","2000s","2006"
"relinfsc","2010s","2010"
"polinfsc","2000s","2006"
"polinfsc","2010s","2010"
"medbstsc","2000s","2006"
"medbstsc","2010s","2010"
"relbstsc","2000s","2006"
"relbstsc","2010s","2010"
"polbstsc","2000s","2006"
"polbstsc","2010s","2010"
"scresrch","2000s","2006"
"scresrch","2010s","2010"
"txeco","2000s","2006"
"txeco","2010s","2010"
"txbiz","2000s","2006"
"txbiz","2010s","2010"
"txpol","2000s","2006"
"txpol","2010s","2010"
"ecoagree","2000s","2006"
"ecoagree","2010s","2010"
"ecoinftx","2000s","2006"
"ecoinftx","2010s","2010"
"bizinftx","2000s","2006"
"bizinftx","2010s","2010"
"polinftx","2000s","2006"
"polinftx","2010s","2010"
"ecobsttx","2000s","2006"
"ecobsttx","2010s","2010"
"bizbsttx","2000s","2006"
"bizbsttx","2010s","2010"
"polbsttx","2000s","2006"
"polbsttx","2010s","2010"
"gmmed","2000s","2006"
"gmpol","2000s","2006"
"gmbiz","2000s","2006"
"medagrgm","2000s","2006"
"medinfgm","2000s","2006"
"polinfgm","2000s","2006"
"bizinfgm","2000s","2006"
"medbstgm","2000s","2006"
"polbstgm","2000s","2006"
"bizbstgm","2000s","2006"
"eatgm","2000s","2006"
"sciimp1","2000s","2006"
"sciimp2","2000s","2006"
"sciimp3","2000s","2006"
"sciimp4","2000s","2006"
"sciimp5","2000s","2006"
"sciimp6","2000s","2006"
"sciimp7","2000s","2006"
"sciimp8","2000s","2006"
"socsci","2000s","2006"
"socsci","2010s","2012"
"physcsci","2000s","2006"
"physcsci","2010s","2012"
"histsci","2000s","2006"
"histsci","2010s","2012"
"accntsci","2000s","2006"
"accntsci","2010s","2012"
"biosci","2000s","2006"
"biosci","2010s","2012"
"econsci","2000s","2006"
"econsci","2010s","2012"
"medsci","2000s","2006"
"medsci","2010s","2012"
"engnrsci","2000s","2006"
"engnrsci","2010s","2012"
"knwforgn","2000s","2006"
"knwecon","2000s","2006"
"knwsci","2000s","2006"
"knwgw","2000s","2006"
"knwpolar","2000s","2006"
"knwpolar","2010s","2010"
"tvbears","2000s","2006"
"tvinuit","2000s","2006"
"tvozone","2000s","2006"
"tvmeltng","2000s","2006"
"tvoil","2000s","2006"
"polaryr1","2000s","2006"
"polaryr1","2010s","2010"
"polaryr2","2000s","2006"
"polaryr2","2010s","2010"
"polaryr3","2000s","2006"
"polaryr3","2010s","2010"
"polaryr4","2000s","2006"
"polaryr4","2010s","2010"
"polaryr5","2000s","2006"
"polaryr5","2010s","2010"
"polaryr6","2000s","2006"
"polaryr6","2010s","2010"
"polaryr7","2000s","2006"
"polaryr7","2010s","2010"
"polaryr8","2000s","2006"
"polaryr8","2010s","2010"
"icesheet","2000s","2006"
"icesheet","2010s","2010"
"nosun","2000s","2006"
"nosun","2010s","2010"
"inuit","2000s","2006"
"inuit","2010s","2010"
"huntbear","2000s","2006"
"huntbear","2010s","2010"
"icecaps","2000s","2006"
"icecaps","2010s","2010"
"comorsci","2000s","2006"
"comorsci","2010s","2010"
"extinct","2000s","2006"
"extinct","2010s","2010"
"sealevel","2000s","2006"
"sealevel","2010s","2010"
"artseals","2000s","2006"
"penguins","2010s","2010"
"inuitway","2000s","2006"
"inuitway","2010s","2010"
"noicecap","2000s","2006"
"noicecap","2010s","2010"
"caremost","2000s","2006"
"caremost","2010s","2010"
"nanotech","2000s","2006, 2008"
"nanotech","2010s","2010"
"nanoknw1","2000s","2006, 2008"
"nanoknw1","2010s","2010"
"nanoknw2","2000s","2006, 2008"
"nanoknw2","2010s","2010"
"nanowill","2000s","2006, 2008"
"nanowill","2010s","2010, 2016, 2018"
"nanoben","2000s","2008"
"nanoben","2010s","2010, 2016, 2018"
"nanoharm","2000s","2008"
"nanoharm","2010s","2010, 2016, 2018"
"scimode","2000s","2008"
"intintl","2000s","2008"
"intintl","2010s","2010, 2012, 2014, 2016, 2018"
"intfarm","2000s","2008"
"intfarm","2010s","2010, 2012, 2014, 2016, 2018"
"inteduc","2000s","2008"
"inteduc","2010s","2010, 2012, 2014, 2016, 2018"
"inteduc","2020s","2021"
"intsci","2000s","2008"
"intsci","2010s","2010, 2012, 2014, 2016, 2018"
"intsci","2020s","2021"
"intecon","2000s","2008"
"intecon","2010s","2010, 2012, 2014, 2016, 2018"
"intecon","2020s","2021"
"inttech","2000s","2008"
"inttech","2010s","2010, 2012, 2014, 2016, 2018"
"inttech","2020s","2021"
"intmed","2000s","2008"
"intmed","2010s","2010, 2012, 2014, 2016, 2018"
"intspace","2000s","2008"
"intspace","2010s","2010, 2012, 2014, 2016, 2018"
"intenvir","2000s","2008"
"intenvir","2010s","2010, 2012, 2014, 2016, 2018"
"intmil","2000s","2008"
"intmil","2010s","2010, 2012, 2014, 2016, 2018"
"sciintro","2000s","2008"
"scimath","2000s","2008"
"anscitst","2000s","2008"
"h2olife","2000s","2008"
"anheat","2000s","2008"
"lftplane","2000s","2008"
"stormtxt","2000s","2008"
"litmstxt","2000s","2008"
"goldfish","2000s","2008"
"salth2o","2000s","2008"
"erosion","2000s","2008"
"genes","2000s","2008"
"gills","2000s","2008"
"upbreath","2000s","2008"
"daynight","2000s","2008"
"weighing","2000s","2008"
"seesand","2000s","2008"
"fishexp1","2000s","2008"
"fishexp2","2000s","2008"
"cloning","2010s","2010"
"scinews3","2010s","2010, 2012, 2014, 2016, 2018"
"scientda","2010s","2012"
"scientsn","2010s","2012"
"scientr","2010s","2012"
"scientdo","2010s","2012"
"scientgo","2010s","2012, 2016, 2018"
"scientgo","2020s","2021, 2022"
"scienthe","2010s","2012, 2016, 2018"
"scienthe","2020s","2021, 2022"
"scientod","2010s","2012, 2016, 2018"
"scientbe","2010s","2012, 2016, 2018"
"scientbe","2020s","2021, 2022"
"extr2005","2000s","2006"
"compwage","2000s","2006"
"compwage","2010s","2014, 2018"
"compwage","2020s","2022"
"talkteam","2000s","2006"
"empinput","2000s","2006"
"empinput","2010s","2014, 2018"
"empinput","2020s","2022"
"slfmangd","2000s","2006"
"slfmangd","2010s","2018"
"slfmangd","2020s","2022"
"emptrain","2000s","2006"
"emptrain","2010s","2014, 2018"
"emptrain","2020s","2022"
"defpensn","2010s","2014, 2018"
"defpensn","2020s","2022"
"trdestck","2010s","2014"
"buyesop","2010s","2018"
"esopnot","2010s","2018"
"company","2010s","2018"
"viglab06","2000s","2006"
"mhtrtoth","2000s","2006"
"mhothyou","2000s","2006"
"mhothrel","2000s","2006"
"seemhpub","2000s","2006"
"gesttalk","2000s","2006"
"avoidmh","2000s","2006"
"numknown","2000s","2006"
"acqkevin","2000s","2006"
"acqkaren","2000s","2006"
"acqshawn","2000s","2006"
"acqbrnda","2000s","2006"
"acqkeith","2000s","2006"
"acqrachl","2000s","2006"
"acqmark","2000s","2006"
"acqlinda","2000s","2006"
"acqjose","2000s","2006"
"acqmaria","2000s","2006"
"acqunemp","2000s","2006"
"acqhome","2000s","2006"
"acqprisn","2000s","2006"
"acqasian","2000s","2006"
"acqblack","2000s","2006"
"acqhisp","2000s","2006"
"acqwhite","2000s","2006"
"acqgay","2000s","2006"
"acqcohab","2000s","2006"
"acqgoatt","2000s","2006"
"acqnoatt","2000s","2006"
"acqlib","2000s","2006"
"acqcon","2000s","2006"
"acqcops","2000s","2006"
"acqlaws","2000s","2006"
"acqsocs","2000s","2006"
"acqjans","2000s","2006"
"acqchild","2000s","2006"
"acqelecs","2000s","2006"
"acqmils","2000s","2006"
"acqfmmrk","2000s","2006"
"acqfmlin","2000s","2006"
"acqfmasn","2000s","2006"
"acqfmblk","2000s","2006"
"acqfmhsp","2000s","2006"
"acqfmwht","2000s","2006"
"acqreps","2000s","2006"
"acqdems","2000s","2006"
"acqattnd","2000s","2006"
"acqmyrac","2000s","2006"
"trtkevin","2000s","2006"
"trtkaren","2000s","2006"
"trtshawn","2000s","2006"
"trtbrnda","2000s","2006"
"trtkeith","2000s","2006"
"trtrachl","2000s","2006"
"trtmark","2000s","2006"
"trtlinda","2000s","2006"
"trtjose","2000s","2006"
"trtmaria","2000s","2006"
